date;marketplace;brand;campaign_type;impressions;clicks;orders;spend
2025-08-10;Lamoda;ДетиНосят;Продвижение карточки;30921;845;100;16900
2025-11-25;Lamoda;ДетиНеВыносят;Каталог;70301;5281;419;116182
2025-11-19;Wildberries;ДетиНосят;Брендовая реклама;64643;2525;293;148975
2025-04-17;Lamoda;ДетиНеВыносят;Поиск;171263;2626;221;28886
2025-09-12;Lamoda;ДетиНосят;Продвижение карточки;71895;4946;393;49460
2025-06-19;Яндекс Маркет;ДетиПоносят;Продвижение карточки;194897;13853;634;554120
2025-04-28;Ozon;ДетиПоносят;Каталог;86367;2495;320;179640
2025-03-16;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;61770;2172;132;156384
2025-10-20;Wildberries;ДетиПоносят;Каталог;68615;1724;240;22412
2025-03-28;Яндекс Маркет;ДетиПоносят;Брендовая реклама;68146;2231;172;75854
2025-07-14;Ozon;ДетиПоносят;Продвижение карточки;156594;11637;833;360747
2025-02-15;Ozon;ДетиНеВыносят;Поиск;199943;5056;384;293248
2025-10-31;Ozon;ДетиНеВыносят;Поиск;156697;8850;1080;601800
2025-03-13;Яндекс Маркет;ДетиПоносят;Каталог;140939;2754;158;206550
2025-11-09;Wildberries;ДетиПоносят;Поиск;28170;532;17;9576
2025-11-10;Wildberries;ДетиПоносят;Авто-реклама;167307;11087;775;720655
2025-02-11;Wildberries;ДетиНеВыносят;Поиск;138840;10267;401;256675
2025-02-09;Яндекс Маркет;ДетиПоносят;Продвижение карточки;125940;9411;1314;423495
2025-12-31;Wildberries;ДетиПоносят;Брендовая реклама;189076;12173;419;669515
2025-10-14;Wildberries;ДетиНосят;Поиск;55463;1370;97;34250
2025-11-21;Яндекс Маркет;ДетиНосят;Брендовая реклама;147635;9835;811;334390
2025-11-03;Wildberries;ДетиПоносят;Брендовая реклама;61376;4786;691;186654
2025-09-18;Ozon;ДетиНеВыносят;Поиск;59353;3718;274;37180
2025-05-16;Яндекс Маркет;ДетиНеВыносят;Каталог;140612;2272;280;134048
2025-08-06;Яндекс Маркет;ДетиНосят;Каталог;20349;1067;122;51216
2025-05-04;Wildberries;ДетиНеВыносят;Продвижение карточки;78989;2233;217;98252
2025-07-30;Lamoda;ДетиНеВыносят;Брендовая реклама;86138;2134;116;151514
2025-09-25;Яндекс Маркет;ДетиПоносят;Продвижение карточки;7116;512;34;20480
2025-08-14;Wildberries;ДетиНосят;Каталог;97595;3600;264;100800
2025-08-28;Яндекс Маркет;ДетиНосят;Каталог;48834;3533;186;282640
2025-12-06;Lamoda;ДетиПоносят;Продвижение карточки;139882;5539;700;110780
2025-08-10;Wildberries;ДетиНосят;Брендовая реклама;8051;473;31;8987
2025-08-20;Ozon;ДетиПоносят;Брендовая реклама;120672;9382;685;243932
2025-06-14;Ozon;ДетиПоносят;Каталог;163074;2832;379;138768
2025-11-11;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;82307;2815;385;135120
2025-12-23;Lamoda;ДетиНосят;Продвижение карточки;81020;2962;178;32582
2025-03-03;Lamoda;ДетиПоносят;Брендовая реклама;153045;5244;545;393300
2025-01-21;Ozon;ДетиНосят;Брендовая реклама;92075;7045;707;331115
2025-01-30;Lamoda;ДетиНосят;Каталог;124524;6817;654;293131
2025-05-31;Wildberries;ДетиНосят;Поиск;36596;1759;125;107299
2025-06-29;Wildberries;ДетиПоносят;Брендовая реклама;28396;1634;240;39216
2025-06-27;Яндекс Маркет;ДетиНосят;Каталог;16140;234;34;4446
2025-01-19;Яндекс Маркет;ДетиПоносят;Продвижение карточки;115478;7821;1019;250272
2025-11-18;Wildberries;ДетиНосят;Авто-реклама;145391;1761;162;51069
2025-05-16;Ozon;ДетиНеВыносят;Брендовая реклама;182151;13130;1782;328250
2025-01-16;Ozon;ДетиНеВыносят;Авто-реклама;180165;14086;892;169032
2025-04-04;Яндекс Маркет;ДетиПоносят;Поиск;173508;4030;518;68510
2025-04-19;Ozon;ДетиНосят;Авто-реклама;152530;1867;70;95217
2025-04-26;Яндекс Маркет;ДетиНеВыносят;Продвижение карточки;173312;2834;186;76518
2025-12-11;Яндекс Маркет;ДетиНосят;Каталог;185296;10433;578;114763
2025-02-06;Яндекс Маркет;ДетиНосят;Поиск;155853;4054;520;291888
2025-02-06;Ozon;ДетиНеВыносят;Каталог;21224;524;54;23056
2025-09-13;Ozon;ДетиНеВыносят;Каталог;143863;2619;115;34047
2025-02-13;Wildberries;ДетиНосят;Поиск;138546;9868;1347;740100
2025-10-23;Lamoda;ДетиПоносят;Каталог;173463;5468;513;147636
2025-04-01;Wildberries;ДетиПоносят;Продвижение карточки;131268;6195;358;142485
2025-07-19;Wildberries;ДетиНосят;Поиск;94997;3079;276;215530
2025-02-04;Wildberries;ДетиНеВыносят;Поиск;57928;3775;461;192525
2025-02-11;Lamoda;ДетиНеВыносят;Брендовая реклама;59654;812;75;34104
2025-12-30;Lamoda;ДетиНеВыносят;Брендовая реклама;59008;4480;340;259840
2025-07-12;Wildberries;ДетиНеВыносят;Авто-реклама;29857;2222;234;177760
2025-06-22;Яндекс Маркет;ДетиПоносят;Поиск;65974;1093;52;50278
2025-09-01;Wildberries;ДетиПоносят;Авто-реклама;56289;1772;191;58476
2025-11-26;Lamoda;ДетиНеВыносят;Авто-реклама;42617;752;99;27072
2025-04-15;Lamoda;ДетиПоносят;Продвижение карточки;98744;1803;247;59499
2025-02-01;Lamoda;ДетиНеВыносят;Брендовая реклама;114509;5808;572;429792
2025-07-05;Ozon;ДетиНосят;Поиск;94952;5121;564;317502
2025-08-19;Ozon;ДетиПоносят;Брендовая реклама;156284;6168;905;351576
2025-12-08;Lamoda;ДетиНосят;Авто-реклама;57750;3389;292;111837
2025-08-22;Яндекс Маркет;ДетиНосят;Поиск;27508;660;63;12540
2025-05-14;Яндекс Маркет;ДетиПоносят;Поиск;67248;4278;510;51336
2025-05-17;Яндекс Маркет;ДетиПоносят;Каталог;52818;2077;222;54002
2025-03-07;Ozon;ДетиПоносят;Брендовая реклама;53117;1018;88;18324
2025-06-12;Ozon;ДетиНеВыносят;Брендовая реклама;149755;8272;939;347424
2025-05-21;Ozon;ДетиПоносят;Поиск;85540;4458;203;276396
2025-09-28;Wildberries;ДетиНеВыносят;Брендовая реклама;12269;243;8;16038
2025-05-08;Ozon;ДетиНеВыносят;Продвижение карточки;6386;72;6;2592
2025-09-17;Ozon;ДетиНосят;Продвижение карточки;19134;558;18;25668
2025-07-28;Ozon;ДетиНосят;Каталог;143001;7590;611;318780
2025-12-24;Яндекс Маркет;ДетиПоносят;Продвижение карточки;68141;2968;262;133560
2025-06-03;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;77011;5515;726;220600
2025-05-07;Lamoda;ДетиНосят;Каталог;32639;641;46;8974
2025-10-17;Яндекс Маркет;ДетиПоносят;Авто-реклама;76705;3817;273;152680
2025-06-10;Ozon;ДетиНеВыносят;Продвижение карточки;26881;2126;246;148820
2025-12-28;Яндекс Маркет;ДетиПоносят;Поиск;39043;2917;121;192522
2025-09-09;Lamoda;ДетиНеВыносят;Поиск;19087;426;29;28968
2025-01-22;Ozon;ДетиНеВыносят;Продвижение карточки;50125;2485;281;193830
2025-12-31;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;13458;376;15;18048
2025-04-30;Яндекс Маркет;ДетиНосят;Авто-реклама;118200;7075;264;325450
2025-07-17;Wildberries;ДетиПоносят;Авто-реклама;81883;5205;686;338325
2025-07-14;Wildberries;ДетиНеВыносят;Авто-реклама;152175;11014;685;649826
2025-07-15;Lamoda;ДетиНеВыносят;Поиск;109110;1812;61;18120
2025-05-13;Wildberries;ДетиНосят;Продвижение карточки;12875;658;28;12502
2025-06-08;Lamoda;ДетиПоносят;Брендовая реклама;178745;8814;849;343746
2025-01-27;Яндекс Маркет;ДетиНосят;Авто-реклама;96265;1412;69;91780
2025-06-19;Lamoda;ДетиНосят;Авто-реклама;132441;6719;321;248603
2025-10-27;Wildberries;ДетиНеВыносят;Поиск;125461;3288;109;193992
2025-02-16;Lamoda;ДетиПоносят;Авто-реклама;189401;12914;1117;1007292
2025-10-30;Wildberries;ДетиПоносят;Продвижение карточки;143037;4468;542;344036
2025-08-22;Яндекс Маркет;ДетиПоносят;Поиск;115361;1495;53;119600
2025-06-24;Lamoda;ДетиНеВыносят;Брендовая реклама;133293;5400;796;378000
2025-04-03;Wildberries;ДетиНеВыносят;Каталог;136737;10560;676;549120
2025-12-10;Lamoda;ДетиНосят;Каталог;62136;1202;61;44474
2025-12-14;Wildberries;ДетиНеВыносят;Продвижение карточки;132478;3653;408;113243
2025-02-27;Wildberries;ДетиНосят;Поиск;87219;4237;321;122873
2025-05-19;Яндекс Маркет;ДетиНосят;Продвижение карточки;105836;7907;580;545583
2025-09-13;Ozon;ДетиНеВыносят;Поиск;180383;7697;552;184728
2025-10-01;Lamoda;ДетиНосят;Брендовая реклама;55196;3192;335;82992
2025-06-15;Lamoda;ДетиНосят;Брендовая реклама;46221;1141;47;20538
2025-11-08;Lamoda;ДетиНосят;Брендовая реклама;13653;1086;123;22806
2025-12-15;Ozon;ДетиПоносят;Каталог;130552;4558;613;250690
2025-06-29;Lamoda;ДетиПоносят;Продвижение карточки;112648;8209;1130;344778
2025-01-29;Lamoda;ДетиПоносят;Поиск;179809;11466;997;596232
2025-06-23;Ozon;ДетиПоносят;Поиск;192799;3873;117;104571
2025-07-29;Lamoda;ДетиНеВыносят;Авто-реклама;180771;5004;167;315252
2025-10-27;Ozon;ДетиПоносят;Брендовая реклама;88404;4409;297;189587
2025-03-19;Ozon;ДетиНосят;Брендовая реклама;36464;486;57;10206
2025-07-12;Ozon;ДетиНеВыносят;Продвижение карточки;81357;2519;370;35266
2025-12-10;Wildberries;ДетиНеВыносят;Брендовая реклама;148149;6176;421;333504
2025-02-28;Ozon;ДетиНосят;Авто-реклама;159059;4572;626;342900
2025-08-06;Яндекс Маркет;ДетиНеВыносят;Авто-реклама;21159;1366;117;64202
2025-01-13;Ozon;ДетиНосят;Каталог;99054;7624;873;564176
2025-02-05;Lamoda;ДетиНеВыносят;Авто-реклама;158116;10707;472;385452
2025-04-03;Lamoda;ДетиНосят;Продвижение карточки;122537;5883;698;429459
2025-04-04;Wildberries;ДетиНеВыносят;Каталог;196711;7296;292;445056
2025-08-02;Wildberries;ДетиНосят;Каталог;45258;501;21;9519
2025-10-31;Яндекс Маркет;ДетиНосят;Поиск;156913;6897;733;406923
2025-04-02;Lamoda;ДетиНеВыносят;Продвижение карточки;92666;7138;215;421142
2025-02-08;Lamoda;ДетиНеВыносят;Каталог;139513;6680;370;320640
2025-10-11;Wildberries;ДетиНосят;Авто-реклама;16915;234;29;3276
2025-01-12;Яндекс Маркет;ДетиПоносят;Поиск;183627;11745;1700;223155
2025-02-24;Ozon;ДетиНосят;Каталог;22026;1073;117;10730
2025-09-30;Ozon;ДетиНеВыносят;Каталог;145025;8548;326;128220
2025-04-27;Lamoda;ДетиНосят;Поиск;159733;8520;394;221520
2025-07-18;Ozon;ДетиНосят;Авто-реклама;38091;2437;173;56051
2025-03-01;Lamoda;ДетиНеВыносят;Каталог;175543;8921;859;428208
2025-06-12;Ozon;ДетиНеВыносят;Продвижение карточки;29463;1089;99;33759
2025-06-02;Ozon;ДетиПоносят;Брендовая реклама;144732;9600;377;96000
2025-02-16;Ozon;ДетиНосят;Продвижение карточки;124214;3768;501;278832
2025-09-10;Яндекс Маркет;ДетиПоносят;Авто-реклама;95524;3108;360;90132
2025-09-01;Wildberries;ДетиПоносят;Авто-реклама;50689;2861;344;51498
2025-02-10;Wildberries;ДетиПоносят;Авто-реклама;112273;7782;853;295716
2025-09-12;Wildberries;ДетиНеВыносят;Брендовая реклама;136075;5311;245;238995
2025-06-18;Lamoda;ДетиПоносят;Поиск;136471;7370;795;287430
